generation,coverage,archive_size,moqd_score,global_hypervolume,max_hv_contrib,mean_hv_contrib,decode_success_rate,total_evaluations,int_div,scaffold_count,n_unique
73,0.08,8,5.40918986900639,0.874366836686586,0.0891143039916984,0.01894647475629513,1.0,7811,0.8664970254191833,89,201
74,0.08,8,5.409706012789403,0.874366836686586,0.08329575362152403,0.023119024503673462,1.0,7906,0.8691100854371335,90,198
75,0.08,8,5.409706012789403,0.874366836686586,0.07343674256972998,0.02190405741960813,1.0,7994,0.8694115036725637,92,206
76,0.08,8,5.412566013893755,0.874366836686586,0.09096864120882586,0.02272657236511387,1.0,8105,0.8697551490972728,94,211
77,0.08,8,5.4200940174673065,0.874366836686586,0.09308321939791653,0.01914402563804847,1.0,8166,0.8735302098433854,94,205
78,0.08,8,5.4200940174673065,0.874366836686586,0.06770577608829353,0.01856957749209561,1.0,8251,0.873182653704586,100,211
79,0.08,8,5.421104736206037,0.874366836686586,0.10022456051967793,0.016015032722624382,1.0,8322,0.8691274335799147,94,202
80,0.08,8,5.421104736206037,0.874366836686586,0.050568740862190986,0.010267788482473084,1.0,8389,0.8714314394599251,98,210
81,0.08,8,5.421104736206037,0.874366836686586,0.06916815896631756,0.01476467158977591,1.0,8460,0.8724551782877737,103,219
82,0.08,8,5.421313311948346,0.874366836686586,0.0696340017548765,0.020432506161024853,1.0,8543,0.8712488423647605,112,227
83,0.08,8,5.421313311948346,0.874366836686586,0.07120793977562356,0.019176932420704233,1.0,8615,0.8694856407948248,108,221
84,0.08,8,5.421313311948346,0.874366836686586,0.06133317634400082,0.018505390356832924,1.0,8649,0.8691493356135707,111,226
85,0.08,8,5.421372787483146,0.8744263122213866,0.08201078912686571,0.01839185847257172,1.0,8728,0.870825015453806,95,207
86,0.08,8,5.421372787483146,0.8744263122213866,0.05640943078383509,0.01686610109885374,1.0,8802,0.8692534520732894,96,211
87,0.08,8,5.422016716690576,0.8744263122213866,0.11165440869153925,0.02208007003206132,1.0,8886,0.869472113492176,86,200
88,0.08,8,5.422016716690576,0.8744263122213866,0.06491216020738222,0.012886559865732502,1.0,8943,0.8694686384633914,83,200
89,0.08,8,5.422016716690576,0.8744263122213866,0.06329637077650596,0.01622630465527519,1.0,8993,0.8687739401690103,84,190
90,0.08,8,5.422016716690576,0.8744263122213866,0.09402063819464856,0.016205391223995773,1.0,9044,0.8695715801584308,91,200
91,0.08,8,5.422016716690576,0.8744263122213866,0.07660432237722964,0.016105920294137047,1.0,9144,0.869933272107989,102,213
92,0.08,8,5.422938735202065,0.8744263122213866,0.09413897494328599,0.019077311858402276,1.0,9227,0.8697674182815184,94,204
93,0.08,8,5.423781833988483,0.8744263122213866,0.06081685237306911,0.015824305337493832,1.0,9300,0.8695389735137434,99,212
94,0.08,8,5.423781833988483,0.8744263122213866,0.10479708083685674,0.015514487698598502,1.0,9362,0.8698407085054843,91,203
95,0.08,8,5.4246580335960575,0.8750445782911278,0.07258106905693862,0.012853311061889007,1.0,9416,0.8679181280786176,94,204
96,0.08,8,5.425026290356564,0.8750445782911278,0.09667009759272932,0.022332598272124186,1.0,9500,0.8694675155477016,92,201
97,0.08,8,5.425026290356564,0.8750445782911278,0.10103707160987707,0.020706852983251818,1.0,9576,0.8698530159338751,97,212
98,0.08,8,5.425026290356564,0.8750445782911278,0.13476820275317053,0.018302555029220288,1.0,9657,0.869798810472516,82,193
99,0.08,8,5.426112721241938,0.8750445782911278,0.10696636546170357,0.022736975845128744,1.0,9724,0.8704514099618561,86,202
100,0.08,8,5.434905000385953,0.8750445782911278,0.07495255309152277,0.014805172059068457,1.0,9785,0.8706895839835129,80,189
101,0.08,8,5.436328497724156,0.8750445782911278,0.11235564407581927,0.01830565792574597,1.0,9861,0.8676779852427426,77,188
102,0.08,8,5.451758226375372,0.8750445782911278,0.0846679506643927,0.01200154059963494,1.0,9930,0.8702855198388791,85,204
103,0.08,8,5.4825819401483304,0.877679396879231,0.1263800544605106,0.02118256723575552,1.0,9995,0.8675176172413259,88,194
